TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
San Antonio Spurs,Isolation,Offensive,0.032,0.728,0.345,0.133,0.129,0.133,0.023,0.366,0.36,3.8,2.7,1.0,2.9,1.9
Denver Nuggets,PRRollMan,Offensive,0.05,1.286,0.616,0.129,0.058,0.122,0.024,0.612,0.667,5.5,7.1,2.8,4.6,1.8
Dallas Mavericks,PRRollMan,Offensive,0.062,1.283,0.58,0.134,0.061,0.13,0.037,0.577,0.662,6.5,8.4,3.2,5.5,2.3
Los Angeles Lakers,PRRollMan,Offensive,0.066,1.273,0.611,0.13,0.045,0.125,0.031,0.614,0.64,7.5,9.6,3.9,6.4,2.5
Atlanta Hawks,PRRollMan,Offensive,0.059,1.262,0.609,0.123,0.051,0.119,0.038,0.608,0.639,6.7,8.5,3.5,5.8,2.3
Memphis Grizzlies,PRRollMan,Offensive,0.045,1.238,0.599,0.16,0.062,0.155,0.055,0.59,0.64,5.1,6.3,2.5,4.3,1.7
New York Knicks,PRRollMan,Offensive,0.028,1.23,0.579,0.119,0.038,0.103,0.031,0.582,0.632,3.2,3.9,1.6,2.8,1.2
Milwaukee Bucks,PRRollMan,Offensive,0.069,1.215,0.535,0.11,0.047,0.105,0.034,0.532,0.621,7.9,9.6,3.7,6.9,3.2
Philadelphia 76ers,PRRollMan,Offensive,0.083,1.209,0.567,0.168,0.089,0.165,0.038,0.57,0.616,8.9,10.8,4.0,7.0,3.0
Sacramento Kings,PRRollMan,Offensive,0.041,1.197,0.597,0.122,0.08,0.117,0.035,0.572,0.641,4.6,5.5,2.3,3.8,1.5
Washington Wizards,PRRollMan,Offensive,0.058,1.192,0.547,0.152,0.069,0.149,0.032,0.55,0.606,6.4,7.6,2.8,5.2,2.4
Utah Jazz,PRRollMan,Offensive,0.044,1.181,0.539,0.111,0.051,0.104,0.029,0.54,0.592,5.1,6.0,2.4,4.4,2.0
Minnesota Timberwolves,PRRollMan,Offensive,0.05,1.177,0.568,0.155,0.079,0.146,0.041,0.561,0.619,5.6,6.6,2.6,4.5,2.0
Detroit Pistons,PRRollMan,Offensive,0.049,1.174,0.551,0.121,0.068,0.11,0.026,0.546,0.608,5.5,6.5,2.5,4.6,2.1
Charlotte Hornets,PRRollMan,Offensive,0.056,1.172,0.558,0.187,0.069,0.182,0.061,0.564,0.587,6.4,7.5,2.9,5.1,2.3
Phoenix Suns,PRRollMan,Offensive,0.066,1.172,0.574,0.106,0.058,0.108,0.035,0.566,0.602,7.4,8.6,3.7,6.4,2.7
LA Clippers,PRRollMan,Offensive,0.04,1.169,0.598,0.152,0.122,0.15,0.028,0.562,0.644,4.4,5.1,2.0,3.3,1.3
Brooklyn Nets,PRRollMan,Offensive,0.046,1.134,0.564,0.121,0.087,0.119,0.045,0.542,0.602,4.9,5.6,2.3,4.1,1.8
New Orleans Pelicans,PRRollMan,Offensive,0.049,1.134,0.525,0.145,0.047,0.14,0.022,0.555,0.56,5.5,6.2,2.4,4.5,2.2
Golden State Warriors,PRRollMan,Offensive,0.039,1.124,0.539,0.135,0.077,0.133,0.033,0.53,0.591,4.4,5.0,2.0,3.6,1.7
Chicago Bulls,PRRollMan,Offensive,0.074,1.106,0.544,0.095,0.088,0.094,0.033,0.517,0.58,8.0,8.9,3.7,6.8,3.1
Boston Celtics,PRRollMan,Offensive,0.046,1.098,0.483,0.077,0.074,0.077,0.017,0.474,0.576,5.1,5.6,2.1,4.4,2.3
Orlando Magic,PRRollMan,Offensive,0.054,1.089,0.489,0.131,0.078,0.127,0.03,0.499,0.549,6.1,6.6,2.4,5.0,2.5
Miami Heat,PRRollMan,Offensive,0.064,1.086,0.506,0.13,0.057,0.127,0.027,0.522,0.53,6.8,7.4,2.9,5.7,2.8
Houston Rockets,PRRollMan,Offensive,0.059,1.083,0.528,0.142,0.083,0.134,0.036,0.525,0.562,6.7,7.3,2.9,5.5,2.6
Indiana Pacers,PRRollMan,Offensive,0.067,1.076,0.486,0.15,0.068,0.145,0.04,0.506,0.537,7.6,8.1,3.0,6.2,3.2
Portland Trail Blazers,PRRollMan,Offensive,0.044,1.071,0.535,0.152,0.106,0.146,0.063,0.513,0.569,4.8,5.2,2.1,3.9,1.8
Oklahoma City Thunder,PRRollMan,Offensive,0.052,1.069,0.468,0.084,0.063,0.084,0.01,0.473,0.556,6.0,6.4,2.4,5.2,2.7
Cleveland Cavaliers,PRRollMan,Offensive,0.074,1.062,0.528,0.122,0.099,0.113,0.029,0.51,0.562,7.9,8.4,3.4,6.4,3.0
San Antonio Spurs,PRRollMan,Offensive,0.047,1.049,0.497,0.095,0.071,0.095,0.035,0.483,0.548,5.5,5.8,2.4,4.8,2.4
Toronto Raptors,PRRollMan,Offensive,0.052,1.023,0.488,0.108,0.075,0.104,0.037,0.481,0.524,5.9,6.0,2.5,5.0,2.6
Philadelphia 76ers,Transition,Offensive,0.154,1.213,0.569,0.153,0.114,0.146,0.046,0.545,0.643,16.4,19.9,7.3,12.8,5.5
Denver Nuggets,Transition,Offensive,0.177,1.207,0.581,0.123,0.119,0.11,0.029,0.548,0.662,19.4,23.4,8.9,15.2,6.4
Cleveland Cavaliers,Transition,Offensive,0.155,1.178,0.58,0.133,0.111,0.12,0.033,0.548,0.636,16.6,19.6,7.6,13.1,5.5
Indiana Pacers,Transition,Offensive,0.202,1.177,0.542,0.13,0.112,0.124,0.03,0.524,0.631,22.9,27.0,9.8,18.0,8.3
Boston Celtics,Transition,Offensive,0.172,1.177,0.559,0.132,0.119,0.127,0.03,0.533,0.634,19.0,22.4,8.3,14.8,6.5
Chicago Bulls,Transition,Offensive,0.161,1.162,0.552,0.148,0.105,0.142,0.028,0.542,0.61,17.5,20.3,7.5,13.5,6.0
Atlanta Hawks,Transition,Offensive,0.163,1.161,0.548,0.136,0.102,0.121,0.033,0.531,0.612,18.7,21.7,8.1,14.9,6.7
Minnesota Timberwolves,Transition,Offensive,0.179,1.158,0.559,0.138,0.126,0.131,0.044,0.526,0.624,20.1,23.2,8.7,15.6,6.9
Miami Heat,Transition,Offensive,0.146,1.154,0.541,0.143,0.117,0.135,0.033,0.523,0.609,15.7,18.1,6.5,12.1,5.5
Washington Wizards,Transition,Offensive,0.152,1.154,0.551,0.119,0.11,0.109,0.023,0.527,0.623,16.7,19.2,7.3,13.2,5.9
Portland Trail Blazers,Transition,Offensive,0.151,1.149,0.561,0.154,0.124,0.147,0.04,0.534,0.619,16.5,19.0,7.0,12.5,5.5
New York Knicks,Transition,Offensive,0.165,1.147,0.542,0.153,0.108,0.144,0.034,0.529,0.609,18.5,21.2,7.7,14.3,6.5
Oklahoma City Thunder,Transition,Offensive,0.19,1.143,0.532,0.149,0.103,0.139,0.033,0.528,0.594,21.8,25.0,9.1,17.1,8.0
Detroit Pistons,Transition,Offensive,0.157,1.137,0.556,0.158,0.128,0.143,0.024,0.534,0.628,17.7,20.1,7.2,13.0,5.8
Memphis Grizzlies,Transition,Offensive,0.198,1.137,0.528,0.115,0.106,0.106,0.032,0.505,0.61,22.7,25.8,9.7,18.4,8.7
Toronto Raptors,Transition,Offensive,0.186,1.135,0.537,0.152,0.105,0.14,0.034,0.53,0.595,21.0,23.8,8.8,16.3,7.6
New Orleans Pelicans,Transition,Offensive,0.168,1.131,0.542,0.125,0.123,0.111,0.029,0.515,0.61,18.8,21.2,7.9,14.6,6.7
Los Angeles Lakers,Transition,Offensive,0.184,1.129,0.562,0.154,0.128,0.138,0.034,0.534,0.616,21.0,23.7,8.8,15.7,6.9
LA Clippers,Transition,Offensive,0.168,1.128,0.537,0.142,0.125,0.128,0.028,0.512,0.621,18.4,20.8,7.5,14.0,6.5
Brooklyn Nets,Transition,Offensive,0.177,1.125,0.518,0.131,0.113,0.12,0.029,0.501,0.606,19.0,21.3,7.7,14.8,7.1
Milwaukee Bucks,Transition,Offensive,0.176,1.122,0.503,0.155,0.108,0.144,0.037,0.494,0.599,20.0,22.5,7.8,15.5,7.7
Golden State Warriors,Transition,Offensive,0.166,1.116,0.536,0.105,0.144,0.096,0.024,0.494,0.621,19.0,21.2,7.9,14.7,6.8
Orlando Magic,Transition,Offensive,0.172,1.116,0.523,0.155,0.115,0.141,0.041,0.51,0.587,19.2,21.4,7.7,14.7,7.0
Dallas Mavericks,Transition,Offensive,0.149,1.114,0.5,0.132,0.094,0.128,0.031,0.492,0.582,15.9,17.7,6.4,12.7,6.4
Sacramento Kings,Transition,Offensive,0.203,1.102,0.514,0.137,0.115,0.127,0.034,0.498,0.586,22.7,25.1,9.1,17.7,8.6
Utah Jazz,Transition,Offensive,0.165,1.098,0.526,0.121,0.129,0.111,0.03,0.494,0.598,18.9,20.7,7.7,14.7,7.0
Phoenix Suns,Transition,Offensive,0.134,1.096,0.501,0.124,0.112,0.107,0.024,0.491,0.584,15.1,16.5,5.9,11.9,5.9
Charlotte Hornets,Transition,Offensive,0.177,1.091,0.52,0.144,0.107,0.131,0.036,0.509,0.574,20.1,22.0,8.2,15.8,7.6
Houston Rockets,Transition,Offensive,0.147,1.071,0.545,0.136,0.132,0.128,0.035,0.509,0.585,16.9,18.1,7.0,12.9,5.9
San Antonio Spurs,Transition,Offensive,0.162,1.07,0.516,0.122,0.127,0.113,0.036,0.485,0.584,18.9,20.2,7.7,14.8,7.2
Portland Trail Blazers,Handoff,Offensive,0.057,1.081,0.45,0.108,0.11,0.094,0.018,0.45,0.555,6.2,6.7,2.2,5.0,2.7
Sacramento Kings,Handoff,Offensive,0.091,1.074,0.453,0.061,0.089,0.057,0.011,0.435,0.572,10.2,10.9,4.0,8.8,4.8
Boston Celtics,Handoff,Offensive,0.033,1.059,0.477,0.096,0.132,0.086,0.03,0.449,0.57,3.7,3.9,1.4,3.0,1.5
Oklahoma City Thunder,Handoff,Offensive,0.032,1.053,0.474,0.076,0.103,0.07,0.02,0.449,0.559,3.7,3.9,1.5,3.1,1.6
Brooklyn Nets,Handoff,Offensive,0.056,1.043,0.466,0.084,0.108,0.082,0.024,0.445,0.55,6.0,6.2,2.3,5.0,2.7
Utah Jazz,Handoff,Offensive,0.057,1.035,0.436,0.11,0.097,0.102,0.024,0.439,0.527,6.5,6.8,2.3,5.3,3.0
Charlotte Hornets,Handoff,Offensive,0.049,1.018,0.458,0.093,0.121,0.077,0.018,0.438,0.547,5.5,5.6,2.0,4.5,2.4
Golden State Warriors,Handoff,Offensive,0.07,1.012,0.412,0.068,0.103,0.061,0.017,0.398,0.531,8.0,8.1,2.8,6.8,4.0
Philadelphia 76ers,Handoff,Offensive,0.027,1.0,0.444,0.075,0.088,0.063,0.017,0.438,0.52,2.9,2.9,1.1,2.5,1.4
New York Knicks,Handoff,Offensive,0.053,0.994,0.426,0.107,0.094,0.096,0.023,0.43,0.516,6.0,5.9,2.1,4.9,2.8
Atlanta Hawks,Handoff,Offensive,0.03,0.993,0.414,0.081,0.07,0.074,0.011,0.425,0.494,3.5,3.5,1.2,3.0,1.7
Indiana Pacers,Handoff,Offensive,0.051,0.992,0.449,0.085,0.133,0.076,0.021,0.423,0.537,5.8,5.7,2.1,4.6,2.5
Washington Wizards,Handoff,Offensive,0.048,0.981,0.466,0.103,0.126,0.107,0.026,0.441,0.532,5.2,5.1,1.9,4.1,2.2
Cleveland Cavaliers,Handoff,Offensive,0.041,0.97,0.412,0.113,0.104,0.096,0.019,0.418,0.488,4.4,4.3,1.5,3.5,2.1
Los Angeles Lakers,Handoff,Offensive,0.029,0.967,0.399,0.121,0.096,0.121,0.037,0.412,0.489,3.3,3.2,1.1,2.7,1.6
Memphis Grizzlies,Handoff,Offensive,0.052,0.955,0.426,0.082,0.096,0.08,0.022,0.419,0.492,6.0,5.7,2.1,5.0,2.9
Minnesota Timberwolves,Handoff,Offensive,0.044,0.955,0.455,0.095,0.13,0.095,0.013,0.433,0.521,4.9,4.7,1.7,3.8,2.1
Toronto Raptors,Handoff,Offensive,0.034,0.936,0.425,0.096,0.083,0.093,0.019,0.433,0.475,3.8,3.6,1.4,3.2,1.8
New Orleans Pelicans,Handoff,Offensive,0.054,0.932,0.428,0.104,0.132,0.098,0.03,0.413,0.489,6.1,5.7,2.1,4.8,2.8
Chicago Bulls,Handoff,Offensive,0.019,0.915,0.416,0.067,0.121,0.061,0.018,0.394,0.485,2.0,1.8,0.7,1.7,1.0
Houston Rockets,Handoff,Offensive,0.055,0.912,0.403,0.088,0.103,0.084,0.027,0.395,0.477,6.3,5.7,2.1,5.2,3.1
San Antonio Spurs,Handoff,Offensive,0.074,0.908,0.398,0.085,0.085,0.083,0.02,0.4,0.461,8.6,7.8,2.9,7.3,4.4
Milwaukee Bucks,Handoff,Offensive,0.05,0.887,0.391,0.092,0.115,0.085,0.019,0.386,0.469,5.7,5.1,1.8,4.6,2.8
LA Clippers,Handoff,Offensive,0.032,0.884,0.385,0.091,0.105,0.091,0.018,0.386,0.451,3.5,3.1,1.1,2.9,1.8
Miami Heat,Handoff,Offensive,0.065,0.873,0.363,0.059,0.103,0.054,0.017,0.351,0.453,7.0,6.1,2.2,6.0,3.8
Denver Nuggets,Handoff,Offensive,0.054,0.868,0.396,0.068,0.091,0.058,0.014,0.39,0.453,5.9,5.1,2.0,5.0,3.0
Dallas Mavericks,Handoff,Offensive,0.033,0.851,0.405,0.097,0.167,0.087,0.01,0.385,0.474,3.5,3.0,1.1,2.6,1.6
Phoenix Suns,Handoff,Offensive,0.045,0.85,0.413,0.07,0.131,0.056,0.012,0.388,0.458,5.0,4.3,1.7,4.1,2.4
Orlando Magic,Handoff,Offensive,0.057,0.841,0.371,0.088,0.096,0.082,0.021,0.375,0.423,6.4,5.4,2.0,5.3,3.4
Detroit Pistons,Handoff,Offensive,0.029,0.824,0.389,0.097,0.169,0.094,0.007,0.375,0.457,3.3,2.7,0.9,2.4,1.5
Cleveland Cavaliers,Cut,Offensive,0.09,1.394,0.718,0.15,0.048,0.148,0.046,0.7,0.718,9.6,13.5,5.8,8.1,2.3
Denver Nuggets,Cut,Offensive,0.092,1.385,0.712,0.16,0.051,0.154,0.048,0.698,0.712,10.1,13.9,6.0,8.4,2.4
Dallas Mavericks,Cut,Offensive,0.045,1.355,0.704,0.178,0.051,0.173,0.043,0.693,0.704,4.8,6.5,2.8,3.9,1.2
Orlando Magic,Cut,Offensive,0.062,1.354,0.695,0.174,0.067,0.165,0.033,0.688,0.695,7.0,9.4,3.8,5.5,1.7
New York Knicks,Cut,Offensive,0.059,1.35,0.697,0.149,0.057,0.143,0.053,0.675,0.697,6.6,9.0,3.9,5.6,1.7
Atlanta Hawks,Cut,Offensive,0.063,1.35,0.701,0.129,0.062,0.128,0.024,0.686,0.701,7.3,9.8,4.2,6.0,1.8
Sacramento Kings,Cut,Offensive,0.088,1.349,0.696,0.178,0.071,0.172,0.035,0.684,0.696,9.8,13.3,5.4,7.7,2.4
Memphis Grizzlies,Cut,Offensive,0.071,1.347,0.681,0.156,0.035,0.146,0.045,0.672,0.681,8.1,10.9,4.7,6.9,2.2
Washington Wizards,Cut,Offensive,0.071,1.346,0.674,0.188,0.049,0.186,0.063,0.674,0.674,7.8,10.5,4.3,6.4,2.1
Minnesota Timberwolves,Cut,Offensive,0.065,1.338,0.698,0.165,0.063,0.163,0.052,0.677,0.698,7.3,9.8,4.2,6.0,1.8
Los Angeles Lakers,Cut,Offensive,0.069,1.335,0.677,0.153,0.06,0.151,0.046,0.665,0.677,7.9,10.5,4.5,6.6,2.1
Chicago Bulls,Cut,Offensive,0.052,1.334,0.69,0.121,0.06,0.123,0.045,0.664,0.69,5.7,7.5,3.4,4.9,1.5
LA Clippers,Cut,Offensive,0.058,1.333,0.698,0.166,0.073,0.163,0.042,0.673,0.698,6.4,8.5,3.6,5.1,1.5
Golden State Warriors,Cut,Offensive,0.102,1.33,0.686,0.154,0.059,0.153,0.04,0.674,0.686,11.7,15.5,6.6,9.6,3.0
Boston Celtics,Cut,Offensive,0.057,1.322,0.678,0.117,0.066,0.113,0.033,0.656,0.678,6.2,8.3,3.6,5.3,1.7
Indiana Pacers,Cut,Offensive,0.057,1.315,0.665,0.188,0.058,0.188,0.054,0.664,0.665,6.5,8.5,3.5,5.2,1.8
Charlotte Hornets,Cut,Offensive,0.067,1.297,0.671,0.202,0.062,0.2,0.052,0.662,0.671,7.7,10.0,4.1,6.0,2.0
Milwaukee Bucks,Cut,Offensive,0.057,1.296,0.682,0.118,0.071,0.113,0.034,0.655,0.682,6.5,8.4,3.7,5.5,1.7
New Orleans Pelicans,Cut,Offensive,0.072,1.281,0.67,0.157,0.079,0.153,0.044,0.646,0.67,8.1,10.3,4.4,6.5,2.1
Oklahoma City Thunder,Cut,Offensive,0.073,1.278,0.656,0.136,0.061,0.136,0.033,0.647,0.656,8.4,10.8,4.6,7.0,2.4
Philadelphia 76ers,Cut,Offensive,0.052,1.275,0.661,0.159,0.079,0.151,0.044,0.64,0.661,5.6,7.1,3.0,4.5,1.5
Utah Jazz,Cut,Offensive,0.07,1.27,0.667,0.123,0.066,0.116,0.026,0.645,0.667,8.0,10.2,4.5,6.7,2.2
Portland Trail Blazers,Cut,Offensive,0.072,1.262,0.645,0.122,0.053,0.122,0.033,0.633,0.645,7.9,9.9,4.3,6.7,2.4
Miami Heat,Cut,Offensive,0.08,1.262,0.646,0.158,0.07,0.152,0.036,0.634,0.646,8.6,10.8,4.5,6.9,2.5
Toronto Raptors,Cut,Offensive,0.078,1.259,0.64,0.144,0.054,0.146,0.044,0.634,0.64,8.8,11.1,4.8,7.4,2.7
Detroit Pistons,Cut,Offensive,0.061,1.256,0.641,0.142,0.057,0.142,0.032,0.639,0.641,6.9,8.6,3.7,5.7,2.0
San Antonio Spurs,Cut,Offensive,0.077,1.255,0.651,0.143,0.075,0.143,0.045,0.628,0.651,9.0,11.3,4.8,7.4,2.6
Brooklyn Nets,Cut,Offensive,0.07,1.246,0.66,0.113,0.066,0.113,0.034,0.627,0.66,7.5,9.4,4.2,6.4,2.2
Phoenix Suns,Cut,Offensive,0.066,1.238,0.641,0.13,0.064,0.128,0.033,0.622,0.641,7.4,9.2,4.0,6.2,2.2
Houston Rockets,Cut,Offensive,0.066,1.159,0.592,0.153,0.064,0.15,0.032,0.595,0.592,7.6,8.8,3.7,6.2,2.5
Dallas Mavericks,PRBallHandler,Offensive,0.153,1.028,0.496,0.129,0.134,0.117,0.033,0.471,0.559,16.3,16.8,6.2,12.6,6.3
Portland Trail Blazers,PRBallHandler,Offensive,0.178,0.994,0.447,0.124,0.128,0.103,0.019,0.443,0.519,19.4,19.3,6.6,14.8,8.2
Cleveland Cavaliers,PRBallHandler,Offensive,0.196,0.979,0.465,0.1,0.135,0.084,0.016,0.443,0.529,21.1,20.6,7.6,16.4,8.8
Sacramento Kings,PRBallHandler,Offensive,0.131,0.959,0.48,0.116,0.154,0.099,0.021,0.451,0.525,14.7,14.1,5.3,11.0,5.7
Golden State Warriors,PRBallHandler,Offensive,0.135,0.958,0.441,0.097,0.16,0.088,0.024,0.41,0.525,15.5,14.8,5.2,11.9,6.6
Boston Celtics,PRBallHandler,Offensive,0.16,0.956,0.434,0.112,0.14,0.101,0.022,0.421,0.51,17.6,16.9,5.9,13.6,7.7
LA Clippers,PRBallHandler,Offensive,0.175,0.948,0.456,0.12,0.144,0.105,0.024,0.438,0.5,19.2,18.2,6.6,14.6,7.9
Brooklyn Nets,PRBallHandler,Offensive,0.151,0.943,0.44,0.12,0.14,0.108,0.032,0.423,0.492,16.1,15.2,5.5,12.5,7.0
Chicago Bulls,PRBallHandler,Offensive,0.208,0.94,0.472,0.107,0.131,0.1,0.029,0.448,0.498,22.7,21.3,8.5,17.9,9.5
Minnesota Timberwolves,PRBallHandler,Offensive,0.153,0.937,0.448,0.109,0.144,0.094,0.025,0.428,0.504,17.2,16.1,5.9,13.2,7.3
New York Knicks,PRBallHandler,Offensive,0.177,0.937,0.439,0.136,0.114,0.126,0.033,0.442,0.479,19.8,18.6,6.8,15.5,8.7
Miami Heat,PRBallHandler,Offensive,0.17,0.935,0.447,0.102,0.151,0.089,0.023,0.422,0.505,18.3,17.1,6.3,14.0,7.8
Milwaukee Bucks,PRBallHandler,Offensive,0.147,0.932,0.46,0.091,0.159,0.077,0.016,0.42,0.525,16.7,15.5,5.9,12.8,6.9
Atlanta Hawks,PRBallHandler,Offensive,0.214,0.931,0.446,0.097,0.131,0.076,0.017,0.431,0.486,24.5,22.8,8.6,19.3,10.7
Indiana Pacers,PRBallHandler,Offensive,0.177,0.911,0.446,0.095,0.142,0.086,0.03,0.415,0.495,20.1,18.3,7.1,15.9,8.8
Oklahoma City Thunder,PRBallHandler,Offensive,0.184,0.91,0.458,0.115,0.137,0.107,0.028,0.44,0.479,21.1,19.2,7.5,16.4,8.9
Orlando Magic,PRBallHandler,Offensive,0.186,0.908,0.472,0.1,0.163,0.091,0.018,0.436,0.506,20.7,18.8,7.4,15.6,8.2
Philadelphia 76ers,PRBallHandler,Offensive,0.145,0.904,0.434,0.105,0.151,0.096,0.02,0.413,0.486,15.6,14.1,5.2,11.9,6.7
New Orleans Pelicans,PRBallHandler,Offensive,0.154,0.9,0.45,0.118,0.14,0.107,0.026,0.434,0.48,17.2,15.5,6.0,13.2,7.3
Utah Jazz,PRBallHandler,Offensive,0.164,0.891,0.438,0.106,0.169,0.096,0.017,0.41,0.489,18.8,16.8,6.1,14.0,7.9
Phoenix Suns,PRBallHandler,Offensive,0.177,0.887,0.432,0.096,0.124,0.077,0.018,0.42,0.468,19.9,17.6,6.8,15.8,9.0
Washington Wizards,PRBallHandler,Offensive,0.167,0.887,0.459,0.077,0.153,0.074,0.024,0.412,0.496,18.3,16.2,6.7,14.5,7.9
Los Angeles Lakers,PRBallHandler,Offensive,0.169,0.88,0.446,0.119,0.171,0.108,0.026,0.419,0.481,19.2,16.9,6.3,14.1,7.8
Memphis Grizzlies,PRBallHandler,Offensive,0.182,0.88,0.433,0.103,0.123,0.096,0.025,0.421,0.464,20.9,18.4,7.2,16.6,9.4
Toronto Raptors,PRBallHandler,Offensive,0.157,0.871,0.396,0.106,0.118,0.094,0.021,0.398,0.442,17.7,15.4,5.6,14.1,8.5
San Antonio Spurs,PRBallHandler,Offensive,0.167,0.861,0.433,0.096,0.132,0.083,0.021,0.413,0.46,19.4,16.7,6.6,15.4,8.7
Houston Rockets,PRBallHandler,Offensive,0.195,0.842,0.404,0.121,0.165,0.11,0.024,0.389,0.452,22.4,18.9,6.7,16.5,9.8
Denver Nuggets,PRBallHandler,Offensive,0.133,0.831,0.429,0.076,0.174,0.065,0.013,0.387,0.476,14.6,12.1,4.8,11.1,6.4
Detroit Pistons,PRBallHandler,Offensive,0.202,0.826,0.4,0.095,0.149,0.084,0.019,0.382,0.44,22.8,18.8,7.0,17.6,10.5
Charlotte Hornets,PRBallHandler,Offensive,0.188,0.81,0.391,0.086,0.142,0.074,0.019,0.373,0.436,21.5,17.4,6.6,17.0,10.4
